"","Language","Place.Name","region","Longitude","Latitude"
"3055","matlab","san jose","california",-121.8265,37.2827
"3056","mysql","san jose","california",-121.8265,37.2827
"3057","python","san jose","california",-121.8265,37.2827
"3058","sql","san jose","california",-121.8265,37.2827
"3059","swift","san jose","california",-121.8265,37.2827
"3060","c","san jose","california",-121.8262,37.3198
"3061","c++","san jose","california",-121.8262,37.3198
"3062","html","san jose","california",-121.8262,37.3198
"3063","java","san jose","california",-121.8262,37.3198
"3064","javascript","san jose","california",-121.8262,37.3198
"3065","matlab","san jose","california",-121.8262,37.3198
"3066","mysql","san jose","california",-121.8262,37.3198
"3067","python","san jose","california",-121.8262,37.3198
"3068","sql","san jose","california",-121.8262,37.3198
"3069","swift","san jose","california",-121.8262,37.3198
"3070","c","san jose","california",-121.8208,37.3692
"3071","c++","san jose","california",-121.8208,37.3692
"3072","html","san jose","california",-121.8208,37.3692
"3073","java","san jose","california",-121.8208,37.3692
"3074","javascript","san jose","california",-121.8208,37.3692
"3075","matlab","san jose","california",-121.8208,37.3692
"3076","mysql","san jose","california",-121.8208,37.3692
"3077","python","san jose","california",-121.8208,37.3692
"3078","sql","san jose","california",-121.8208,37.3692
"3079","swift","san jose","california",-121.8208,37.3692
"3080","c","san jose","california",-121.8099,37.3042
"3081","c++","san jose","california",-121.8099,37.3042
"3082","html","san jose","california",-121.8099,37.3042
"3083","java","san jose","california",-121.8099,37.3042
"3084","javascript","san jose","california",-121.8099,37.3042
"3085","matlab","san jose","california",-121.8099,37.3042
"3086","mysql","san jose","california",-121.8099,37.3042
"3087","python","san jose","california",-121.8099,37.3042
"3088","sql","san jose","california",-121.8099,37.3042
"3089","swift","san jose","california",-121.8099,37.3042
"3090","mysql","kent","connecticut",-121.8034,47.4323
"3091","sql","kent","connecticut",-121.8034,47.4323
"3092","sql","kent","ohio",-121.8034,47.4323
"3093","html","kent","washington",-121.8034,47.4323
"3094","java","kent","washington",-121.8034,47.4323
"3095","javascript","kent","washington",-121.8034,47.4323
"3096","c","seattle","washington",-121.8034,47.4323
"3097","c++","seattle","washington",-121.8034,47.4323
"3098","html","seattle","washington",-121.8034,47.4323
"3099","java","seattle","washington",-121.8034,47.4323
"3100","javascript","seattle","washington",-121.8034,47.4323
"3101","matlab","seattle","washington",-121.8034,47.4323
"3102","mysql","seattle","washington",-121.8034,47.4323
"3103","python","seattle","washington",-121.8034,47.4323
"3104","sql","seattle","washington",-121.8034,47.4323
"3105","swift","seattle","washington",-121.8034,47.4323
"3106","c","san jose","california",-121.7913,37.3304
"3107","c++","san jose","california",-121.7913,37.3304
"3108","html","san jose","california",-121.7913,37.3304
"3109","java","san jose","california",-121.7913,37.3304
"3110","javascript","san jose","california",-121.7913,37.3304
"3111","matlab","san jose","california",-121.7913,37.3304
"3112","mysql","san jose","california",-121.7913,37.3304
"3113","python","san jose","california",-121.7913,37.3304
"3114","sql","san jose","california",-121.7913,37.3304
"3115","swift","san jose","california",-121.7913,37.3304
"3116","javascript","durham","connecticut",-121.7886,39.633
"3117","python","durham","new hampshire",-121.7886,39.633
"3118","c++","durham","north carolina",-121.7886,39.633
"3119","html","durham","north carolina",-121.7886,39.633
"3120","java","durham","north carolina",-121.7886,39.633
"3121","javascript","durham","north carolina",-121.7886,39.633
"3122","matlab","durham","north carolina",-121.7886,39.633
"3123","mysql","durham","north carolina",-121.7886,39.633
"3124","python","durham","north carolina",-121.7886,39.633
"3125","sql","durham","north carolina",-121.7886,39.633
"3126","swift","durham","north carolina",-121.7886,39.633
"3127","c","san jose","california",-121.7875,37.2329
"3128","c++","san jose","california",-121.7875,37.2329
"3129","html","san jose","california",-121.7875,37.2329
"3130","java","san jose","california",-121.7875,37.2329
"3131","javascript","san jose","california",-121.7875,37.2329
"3132","matlab","san jose","california",-121.7875,37.2329
"3133","mysql","san jose","california",-121.7875,37.2329
"3134","python","san jose","california",-121.7875,37.2329
"3135","sql","san jose","california",-121.7875,37.2329
"3136","swift","san jose","california",-121.7875,37.2329
"3137","c","san jose","california",-121.7709,37.2602
"3138","c++","san jose","california",-121.7709,37.2602
"3139","html","san jose","california",-121.7709,37.2602
"3140","java","san jose","california",-121.7709,37.2602
"3141","javascript","san jose","california",-121.7709,37.2602
"3142","matlab","san jose","california",-121.7709,37.2602
"3143","mysql","san jose","california",-121.7709,37.2602
"3144","python","san jose","california",-121.7709,37.2602
"3145","sql","san jose","california",-121.7709,37.2602
"3146","swift","san jose","california",-121.7709,37.2602
"3147","c","san jose","california",-121.7687,37.2252
"3148","c++","san jose","california",-121.7687,37.2252
"3149","html","san jose","california",-121.7687,37.2252
"3150","java","san jose","california",-121.7687,37.2252
"3151","javascript","san jose","california",-121.7687,37.2252
"3152","matlab","san jose","california",-121.7687,37.2252
"3153","mysql","san jose","california",-121.7687,37.2252
"3154","python","san jose","california",-121.7687,37.2252
"3155","sql","san jose","california",-121.7687,37.2252
"3156","swift","san jose","california",-121.7687,37.2252
"3157","c","san jose","california",-121.7562,37.2974
"3158","c++","san jose","california",-121.7562,37.2974
"3159","html","san jose","california",-121.7562,37.2974
"3160","java","san jose","california",-121.7562,37.2974
"3161","javascript","san jose","california",-121.7562,37.2974
"3162","matlab","san jose","california",-121.7562,37.2974
"3163","mysql","san jose","california",-121.7562,37.2974
"3164","python","san jose","california",-121.7562,37.2974
"3165","sql","san jose","california",-121.7562,37.2974
"3166","swift","san jose","california",-121.7562,37.2974
"3167","c","san jose","california",-121.7556,37.1705
"3168","c++","san jose","california",-121.7556,37.1705
"3169","html","san jose","california",-121.7556,37.1705
"3170","java","san jose","california",-121.7556,37.1705
"3171","javascript","san jose","california",-121.7556,37.1705
"3172","matlab","san jose","california",-121.7556,37.1705
"3173","mysql","san jose","california",-121.7556,37.1705
"3174","python","san jose","california",-121.7556,37.1705
"3175","sql","san jose","california",-121.7556,37.1705
"3176","swift","san jose","california",-121.7556,37.1705
"3177","c++","mountain view","arkansas",-121.7053,37.1894
"3178","c","mountain view","california",-121.7053,37.1894
"3179","c++","mountain view","california",-121.7053,37.1894
"3180","html","mountain view","california",-121.7053,37.1894
"3181","java","mountain view","california",-121.7053,37.1894
"3182","javascript","mountain view","california",-121.7053,37.1894
"3183","mysql","mountain view","california",-121.7053,37.1894
"3184","python","mountain view","california",-121.7053,37.1894
"3185","sql","mountain view","california",-121.7053,37.1894
"3186","swift","mountain view","california",-121.7053,37.1894
"3187","c","palo alto","california",-121.7053,37.1894
"3188","c++","palo alto","california",-121.7053,37.1894
"3189","html","palo alto","california",-121.7053,37.1894
"3190","java","palo alto","california",-121.7053,37.1894
"3191","javascript","palo alto","california",-121.7053,37.1894
"3192","matlab","palo alto","california",-121.7053,37.1894
"3193","mysql","palo alto","california",-121.7053,37.1894
"3194","python","palo alto","california",-121.7053,37.1894
"3195","sql","palo alto","california",-121.7053,37.1894
"3196","swift","palo alto","california",-121.7053,37.1894
"3197","c","sunnyvale","california",-121.7053,37.1894
"3198","c++","sunnyvale","california",-121.7053,37.1894
"3199","html","sunnyvale","california",-121.7053,37.1894
"3200","java","sunnyvale","california",-121.7053,37.1894
"3201","javascript","sunnyvale","california",-121.7053,37.1894
"3202","matlab","sunnyvale","california",-121.7053,37.1894
"3203","mysql","sunnyvale","california",-121.7053,37.1894
"3204","python","sunnyvale","california",-121.7053,37.1894
"3205","sql","sunnyvale","california",-121.7053,37.1894
"3206","swift","sunnyvale","california",-121.7053,37.1894
"3207","c","sacramento","california",-121.603,38.6817
"3208","c++","sacramento","california",-121.603,38.6817
"3209","html","sacramento","california",-121.603,38.6817
"3210","java","sacramento","california",-121.603,38.6817
"3211","javascript","sacramento","california",-121.603,38.6817
"3212","matlab","sacramento","california",-121.603,38.6817
"3213","mysql","sacramento","california",-121.603,38.6817
"3214","python","sacramento","california",-121.603,38.6817
"3215","sql","sacramento","california",-121.603,38.6817
"3216","swift","sacramento","california",-121.603,38.6817
"3217","c","sacramento","california",-121.5554,38.3805
"3218","c++","sacramento","california",-121.5554,38.3805
"3219","html","sacramento","california",-121.5554,38.3805
"3220","java","sacramento","california",-121.5554,38.3805
"3221","javascript","sacramento","california",-121.5554,38.3805
"3222","matlab","sacramento","california",-121.5554,38.3805
"3223","mysql","sacramento","california",-121.5554,38.3805
"3224","python","sacramento","california",-121.5554,38.3805
"3225","sql","sacramento","california",-121.5554,38.3805
"3226","swift","sacramento","california",-121.5554,38.3805
"3227","c","sacramento","california",-121.5549,38.5383
"3228","c++","sacramento","california",-121.5549,38.5383
"3229","html","sacramento","california",-121.5549,38.5383
"3230","java","sacramento","california",-121.5549,38.5383
"3231","javascript","sacramento","california",-121.5549,38.5383
"3232","matlab","sacramento","california",-121.5549,38.5383
"3233","mysql","sacramento","california",-121.5549,38.5383
"3234","python","sacramento","california",-121.5549,38.5383
"3235","sql","sacramento","california",-121.5549,38.5383
"3236","swift","sacramento","california",-121.5549,38.5383
"3237","c","sacramento","california",-121.5343,38.7198
"3238","c++","sacramento","california",-121.5343,38.7198
"3239","html","sacramento","california",-121.5343,38.7198
"3240","java","sacramento","california",-121.5343,38.7198
"3241","javascript","sacramento","california",-121.5343,38.7198
"3242","matlab","sacramento","california",-121.5343,38.7198
"3243","mysql","sacramento","california",-121.5343,38.7198
"3244","python","sacramento","california",-121.5343,38.7198
"3245","sql","sacramento","california",-121.5343,38.7198
"3246","swift","sacramento","california",-121.5343,38.7198
"3247","c","sacramento","california",-121.5297,38.4962
"3248","c++","sacramento","california",-121.5297,38.4962
"3249","html","sacramento","california",-121.5297,38.4962
"3250","java","sacramento","california",-121.5297,38.4962
"3251","javascript","sacramento","california",-121.5297,38.4962
"3252","matlab","sacramento","california",-121.5297,38.4962
"3253","mysql","sacramento","california",-121.5297,38.4962
"3254","python","sacramento","california",-121.5297,38.4962
"3255","sql","sacramento","california",-121.5297,38.4962
"3256","swift","sacramento","california",-121.5297,38.4962
"3257","c","sacramento","california",-121.5072,38.6383
"3258","c++","sacramento","california",-121.5072,38.6383
"3259","html","sacramento","california",-121.5072,38.6383
"3260","java","sacramento","california",-121.5072,38.6383
"3261","javascript","sacramento","california",-121.5072,38.6383
"3262","matlab","sacramento","california",-121.5072,38.6383
"3263","mysql","sacramento","california",-121.5072,38.6383
"3264","python","sacramento","california",-121.5072,38.6383
"3265","sql","sacramento","california",-121.5072,38.6383
"3266","swift","sacramento","california",-121.5072,38.6383
"3267","c","sacramento","california",-121.5053,38.6157
"3268","c++","sacramento","california",-121.5053,38.6157
"3269","html","sacramento","california",-121.5053,38.6157
"3270","java","sacramento","california",-121.5053,38.6157
"3271","javascript","sacramento","california",-121.5053,38.6157
"3272","matlab","sacramento","california",-121.5053,38.6157
"3273","mysql","sacramento","california",-121.5053,38.6157
"3274","python","sacramento","california",-121.5053,38.6157
"3275","sql","sacramento","california",-121.5053,38.6157
"3276","swift","sacramento","california",-121.5053,38.6157
"3277","c","sacramento","california",-121.4943,38.5822
"3278","c++","sacramento","california",-121.4943,38.5822
"3279","html","sacramento","california",-121.4943,38.5822
"3280","java","sacramento","california",-121.4943,38.5822
"3281","javascript","sacramento","california",-121.4943,38.5822
"3282","matlab","sacramento","california",-121.4943,38.5822
"3283","mysql","sacramento","california",-121.4943,38.5822
"3284","python","sacramento","california",-121.4943,38.5822
"3285","sql","sacramento","california",-121.4943,38.5822
"3286","swift","sacramento","california",-121.4943,38.5822
"3287","c","sacramento","california",-121.4935,38.5091
"3288","c++","sacramento","california",-121.4935,38.5091
"3289","html","sacramento","california",-121.4935,38.5091
"3290","java","sacramento","california",-121.4935,38.5091
"3291","javascript","sacramento","california",-121.4935,38.5091
"3292","matlab","sacramento","california",-121.4935,38.5091
"3293","mysql","sacramento","california",-121.4935,38.5091
"3294","python","sacramento","california",-121.4935,38.5091
"3295","sql","sacramento","california",-121.4935,38.5091
"3296","swift","sacramento","california",-121.4935,38.5091
"3297","c","sacramento","california",-121.4933,38.5816
"3298","c++","sacramento","california",-121.4933,38.5816
"3299","html","sacramento","california",-121.4933,38.5816
"3300","java","sacramento","california",-121.4933,38.5816
"3301","javascript","sacramento","california",-121.4933,38.5816
"3302","matlab","sacramento","california",-121.4933,38.5816
"3303","mysql","sacramento","california",-121.4933,38.5816
"3304","python","sacramento","california",-121.4933,38.5816
"3305","sql","sacramento","california",-121.4933,38.5816
"3306","swift","sacramento","california",-121.4933,38.5816
"3307","c","sacramento","california",-121.4929,38.5568
"3308","c++","sacramento","california",-121.4929,38.5568
"3309","html","sacramento","california",-121.4929,38.5568
"3310","java","sacramento","california",-121.4929,38.5568
"3311","javascript","sacramento","california",-121.4929,38.5568
"3312","matlab","sacramento","california",-121.4929,38.5568
"3313","mysql","sacramento","california",-121.4929,38.5568
"3314","python","sacramento","california",-121.4929,38.5568
"3315","sql","sacramento","california",-121.4929,38.5568
"3316","swift","sacramento","california",-121.4929,38.5568
"3317","c","sacramento","california",-121.4922,38.5804
"3318","c++","sacramento","california",-121.4922,38.5804
"3319","html","sacramento","california",-121.4922,38.5804
"3320","java","sacramento","california",-121.4922,38.5804
"3321","javascript","sacramento","california",-121.4922,38.5804
"3322","matlab","sacramento","california",-121.4922,38.5804
"3323","mysql","sacramento","california",-121.4922,38.5804
"3324","python","sacramento","california",-121.4922,38.5804
"3325","sql","sacramento","california",-121.4922,38.5804
"3326","swift","sacramento","california",-121.4922,38.5804
"3327","c","sacramento","california",-121.4883,38.4695
"3328","c++","sacramento","california",-121.4883,38.4695
"3329","html","sacramento","california",-121.4883,38.4695
"3330","java","sacramento","california",-121.4883,38.4695
"3331","javascript","sacramento","california",-121.4883,38.4695
"3332","matlab","sacramento","california",-121.4883,38.4695
"3333","mysql","sacramento","california",-121.4883,38.4695
"3334","python","sacramento","california",-121.4883,38.4695
"3335","sql","sacramento","california",-121.4883,38.4695
"3336","swift","sacramento","california",-121.4883,38.4695
"3337","c","sacramento","california",-121.488,38.5762
"3338","c++","sacramento","california",-121.488,38.5762
"3339","html","sacramento","california",-121.488,38.5762
"3340","java","sacramento","california",-121.488,38.5762
"3341","javascript","sacramento","california",-121.488,38.5762
"3342","matlab","sacramento","california",-121.488,38.5762
"3343","mysql","sacramento","california",-121.488,38.5762
"3344","python","sacramento","california",-121.488,38.5762
"3345","sql","sacramento","california",-121.488,38.5762
"3346","swift","sacramento","california",-121.488,38.5762
"3347","c","sacramento","california",-121.4834,38.6626
"3348","c++","sacramento","california",-121.4834,38.6626
"3349","html","sacramento","california",-121.4834,38.6626
"3350","java","sacramento","california",-121.4834,38.6626
"3351","javascript","sacramento","california",-121.4834,38.6626
"3352","matlab","sacramento","california",-121.4834,38.6626
"3353","mysql","sacramento","california",-121.4834,38.6626
"3354","python","sacramento","california",-121.4834,38.6626
"3355","sql","sacramento","california",-121.4834,38.6626
"3356","swift","sacramento","california",-121.4834,38.6626
"3357","c","sacramento","california",-121.4675,38.5728
"3358","c++","sacramento","california",-121.4675,38.5728
"3359","html","sacramento","california",-121.4675,38.5728
"3360","java","sacramento","california",-121.4675,38.5728
"3361","javascript","sacramento","california",-121.4675,38.5728
"3362","matlab","sacramento","california",-121.4675,38.5728
"3363","mysql","sacramento","california",-121.4675,38.5728
"3364","python","sacramento","california",-121.4675,38.5728
"3365","sql","sacramento","california",-121.4675,38.5728
"3366","swift","sacramento","california",-121.4675,38.5728
"3367","c","sacramento","california",-121.4583,38.5498
"3368","c++","sacramento","california",-121.4583,38.5498
"3369","html","sacramento","california",-121.4583,38.5498
"3370","java","sacramento","california",-121.4583,38.5498
"3371","javascript","sacramento","california",-121.4583,38.5498
"3372","matlab","sacramento","california",-121.4583,38.5498
"3373","mysql","sacramento","california",-121.4583,38.5498
"3374","python","sacramento","california",-121.4583,38.5498
"3375","sql","sacramento","california",-121.4583,38.5498
"3376","swift","sacramento","california",-121.4583,38.5498
"3377","c","sacramento","california",-121.4475,38.6026
"3378","c++","sacramento","california",-121.4475,38.6026
"3379","html","sacramento","california",-121.4475,38.6026
"3380","java","sacramento","california",-121.4475,38.6026
"3381","javascript","sacramento","california",-121.4475,38.6026
"3382","matlab","sacramento","california",-121.4475,38.6026
"3383","mysql","sacramento","california",-121.4475,38.6026
"3384","python","sacramento","california",-121.4475,38.6026
"3385","sql","sacramento","california",-121.4475,38.6026
"3386","swift","sacramento","california",-121.4475,38.6026
"3387","c","sacramento","california",-121.4451,38.5347
"3388","c++","sacramento","california",-121.4451,38.5347
"3389","html","sacramento","california",-121.4451,38.5347
"3390","java","sacramento","california",-121.4451,38.5347
"3391","javascript","sacramento","california",-121.4451,38.5347
"3392","matlab","sacramento","california",-121.4451,38.5347
"3393","mysql","sacramento","california",-121.4451,38.5347
"3394","python","sacramento","california",-121.4451,38.5347
"3395","sql","sacramento","california",-121.4451,38.5347
"3396","swift","sacramento","california",-121.4451,38.5347
"3397","c","sacramento","california",-121.4444,38.3774
"3398","c++","sacramento","california",-121.4444,38.3774
"3399","html","sacramento","california",-121.4444,38.3774
"3400","java","sacramento","california",-121.4444,38.3774
"3401","javascript","sacramento","california",-121.4444,38.3774
"3402","matlab","sacramento","california",-121.4444,38.3774
"3403","mysql","sacramento","california",-121.4444,38.3774
"3404","python","sacramento","california",-121.4444,38.3774
"3405","sql","sacramento","california",-121.4444,38.3774
"3406","swift","sacramento","california",-121.4444,38.3774
"3407","c","sacramento","california",-121.4443,38.6093
"3408","c++","sacramento","california",-121.4443,38.6093
"3409","html","sacramento","california",-121.4443,38.6093
"3410","java","sacramento","california",-121.4443,38.6093
"3411","javascript","sacramento","california",-121.4443,38.6093
"3412","matlab","sacramento","california",-121.4443,38.6093
"3413","mysql","sacramento","california",-121.4443,38.6093
"3414","python","sacramento","california",-121.4443,38.6093
"3415","sql","sacramento","california",-121.4443,38.6093
"3416","swift","sacramento","california",-121.4443,38.6093
"3417","c","sacramento","california",-121.444,38.6406
"3418","c++","sacramento","california",-121.444,38.6406
"3419","html","sacramento","california",-121.444,38.6406
"3420","java","sacramento","california",-121.444,38.6406
"3421","javascript","sacramento","california",-121.444,38.6406
"3422","matlab","sacramento","california",-121.444,38.6406
"3423","mysql","sacramento","california",-121.444,38.6406
"3424","python","sacramento","california",-121.444,38.6406
"3425","sql","sacramento","california",-121.444,38.6406
"3426","swift","sacramento","california",-121.444,38.6406
"3427","c","sacramento","california",-121.4438,38.4797
"3428","c++","sacramento","california",-121.4438,38.4797
"3429","html","sacramento","california",-121.4438,38.4797
"3430","java","sacramento","california",-121.4438,38.4797
"3431","javascript","sacramento","california",-121.4438,38.4797
"3432","matlab","sacramento","california",-121.4438,38.4797
"3433","mysql","sacramento","california",-121.4438,38.4797
"3434","python","sacramento","california",-121.4438,38.4797
"3435","sql","sacramento","california",-121.4438,38.4797
"3436","swift","sacramento","california",-121.4438,38.4797
"3437","c","sacramento","california",-121.4419,38.5178
"3438","c++","sacramento","california",-121.4419,38.5178
"3439","html","sacramento","california",-121.4419,38.5178
"3440","java","sacramento","california",-121.4419,38.5178
"3441","javascript","sacramento","california",-121.4419,38.5178
"3442","matlab","sacramento","california",-121.4419,38.5178
"3443","mysql","sacramento","california",-121.4419,38.5178
"3444","python","sacramento","california",-121.4419,38.5178
"3445","sql","sacramento","california",-121.4419,38.5178
"3446","swift","sacramento","california",-121.4419,38.5178
"3447","c","sacramento","california",-121.4366,38.5683
"3448","c++","sacramento","california",-121.4366,38.5683
"3449","html","sacramento","california",-121.4366,38.5683
"3450","java","sacramento","california",-121.4366,38.5683
"3451","javascript","sacramento","california",-121.4366,38.5683
"3452","matlab","sacramento","california",-121.4366,38.5683
"3453","mysql","sacramento","california",-121.4366,38.5683
"3454","python","sacramento","california",-121.4366,38.5683
"3455","sql","sacramento","california",-121.4366,38.5683
"3456","swift","sacramento","california",-121.4366,38.5683
"3457","c","sacramento","california",-121.4057,38.5892
"3458","c++","sacramento","california",-121.4057,38.5892
"3459","html","sacramento","california",-121.4057,38.5892
"3460","java","sacramento","california",-121.4057,38.5892
"3461","javascript","sacramento","california",-121.4057,38.5892
"3462","matlab","sacramento","california",-121.4057,38.5892
"3463","mysql","sacramento","california",-121.4057,38.5892
"3464","python","sacramento","california",-121.4057,38.5892
"3465","sql","sacramento","california",-121.4057,38.5892
"3466","swift","sacramento","california",-121.4057,38.5892
"3467","c","sacramento","california",-121.4006,38.4826
"3468","c++","sacramento","california",-121.4006,38.4826
"3469","html","sacramento","california",-121.4006,38.4826
"3470","java","sacramento","california",-121.4006,38.4826
"3471","javascript","sacramento","california",-121.4006,38.4826
"3472","matlab","sacramento","california",-121.4006,38.4826
"3473","mysql","sacramento","california",-121.4006,38.4826
"3474","python","sacramento","california",-121.4006,38.4826
"3475","sql","sacramento","california",-121.4006,38.4826
"3476","swift","sacramento","california",-121.4006,38.4826
"3477","c","sacramento","california",-121.3978,38.596
"3478","c++","sacramento","california",-121.3978,38.596
"3479","html","sacramento","california",-121.3978,38.596
"3480","java","sacramento","california",-121.3978,38.596
"3481","javascript","sacramento","california",-121.3978,38.596
"3482","matlab","sacramento","california",-121.3978,38.596
"3483","mysql","sacramento","california",-121.3978,38.596
"3484","python","sacramento","california",-121.3978,38.596
"3485","sql","sacramento","california",-121.3978,38.596
"3486","swift","sacramento","california",-121.3978,38.596
"3487","c","sacramento","california",-121.3837,38.6239
"3488","c++","sacramento","california",-121.3837,38.6239
"3489","html","sacramento","california",-121.3837,38.6239
"3490","java","sacramento","california",-121.3837,38.6239
"3491","javascript","sacramento","california",-121.3837,38.6239
"3492","matlab","sacramento","california",-121.3837,38.6239
"3493","mysql","sacramento","california",-121.3837,38.6239
"3494","python","sacramento","california",-121.3837,38.6239
"3495","sql","sacramento","california",-121.3837,38.6239
"3496","swift","sacramento","california",-121.3837,38.6239
"3497","c","sacramento","california",-121.3799,38.6105
"3498","c++","sacramento","california",-121.3799,38.6105
"3499","html","sacramento","california",-121.3799,38.6105
"3500","java","sacramento","california",-121.3799,38.6105
"3501","javascript","sacramento","california",-121.3799,38.6105
"3502","matlab","sacramento","california",-121.3799,38.6105
"3503","mysql","sacramento","california",-121.3799,38.6105
"3504","python","sacramento","california",-121.3799,38.6105
"3505","sql","sacramento","california",-121.3799,38.6105
"3506","swift","sacramento","california",-121.3799,38.6105
"3507","c","sacramento","california",-121.3769,38.5878
"3508","c++","sacramento","california",-121.3769,38.5878
"3509","html","sacramento","california",-121.3769,38.5878
"3510","java","sacramento","california",-121.3769,38.5878
"3511","javascript","sacramento","california",-121.3769,38.5878
"3512","matlab","sacramento","california",-121.3769,38.5878
"3513","mysql","sacramento","california",-121.3769,38.5878
"3514","python","sacramento","california",-121.3769,38.5878
"3515","sql","sacramento","california",-121.3769,38.5878
"3516","swift","sacramento","california",-121.3769,38.5878
"3517","c","sacramento","california",-121.3693,38.5539
"3518","c++","sacramento","california",-121.3693,38.5539
"3519","html","sacramento","california",-121.3693,38.5539
"3520","java","sacramento","california",-121.3693,38.5539
"3521","javascript","sacramento","california",-121.3693,38.5539
"3522","matlab","sacramento","california",-121.3693,38.5539
"3523","mysql","sacramento","california",-121.3693,38.5539
"3524","python","sacramento","california",-121.3693,38.5539
"3525","sql","sacramento","california",-121.3693,38.5539
"3526","swift","sacramento","california",-121.3693,38.5539
"3527","c","sacramento","california",-121.3494,38.6865
"3528","c++","sacramento","california",-121.3494,38.6865
"3529","html","sacramento","california",-121.3494,38.6865
"3530","java","sacramento","california",-121.3494,38.6865
"3531","javascript","sacramento","california",-121.3494,38.6865
"3532","matlab","sacramento","california",-121.3494,38.6865
"3533","mysql","sacramento","california",-121.3494,38.6865
"3534","python","sacramento","california",-121.3494,38.6865
"3535","sql","sacramento","california",-121.3494,38.6865
"3536","swift","sacramento","california",-121.3494,38.6865
"3537","c","sacramento","california",-121.344,38.4689
"3538","c++","sacramento","california",-121.344,38.4689
"3539","html","sacramento","california",-121.344,38.4689
"3540","java","sacramento","california",-121.344,38.4689
"3541","javascript","sacramento","california",-121.344,38.4689
"3542","matlab","sacramento","california",-121.344,38.4689
"3543","mysql","sacramento","california",-121.344,38.4689
"3544","python","sacramento","california",-121.344,38.4689
"3545","sql","sacramento","california",-121.344,38.4689
"3546","swift","sacramento","california",-121.344,38.4689
"3547","c","sacramento","california",-121.3406,38.6627
"3548","c++","sacramento","california",-121.3406,38.6627
"3549","html","sacramento","california",-121.3406,38.6627
"3550","java","sacramento","california",-121.3406,38.6627
"3551","javascript","sacramento","california",-121.3406,38.6627
"3552","matlab","sacramento","california",-121.3406,38.6627
"3553","mysql","sacramento","california",-121.3406,38.6627
"3554","python","sacramento","california",-121.3406,38.6627
"3555","sql","sacramento","california",-121.3406,38.6627
"3556","swift","sacramento","california",-121.3406,38.6627
"3557","c","sacramento","california",-121.3286,38.5662
"3558","c++","sacramento","california",-121.3286,38.5662
"3559","html","sacramento","california",-121.3286,38.5662
"3560","java","sacramento","california",-121.3286,38.5662
"3561","javascript","sacramento","california",-121.3286,38.5662
"3562","matlab","sacramento","california",-121.3286,38.5662
"3563","mysql","sacramento","california",-121.3286,38.5662
"3564","python","sacramento","california",-121.3286,38.5662
"3565","sql","sacramento","california",-121.3286,38.5662
"3566","swift","sacramento","california",-121.3286,38.5662
"3567","c","sacramento","california",-121.2772,38.4896
"3568","c++","sacramento","california",-121.2772,38.4896
"3569","html","sacramento","california",-121.2772,38.4896
"3570","java","sacramento","california",-121.2772,38.4896
"3571","javascript","sacramento","california",-121.2772,38.4896
"3572","matlab","sacramento","california",-121.2772,38.4896
"3573","mysql","sacramento","california",-121.2772,38.4896
"3574","python","sacramento","california",-121.2772,38.4896
"3575","sql","sacramento","california",-121.2772,38.4896
"3576","swift","sacramento","california",-121.2772,38.4896
"3577","javascript","plymouth","massachusetts",-120.8819,38.4916
"3578","java","plymouth","new hampshire",-120.8819,38.4916
"3579","c","washington","district of columbia",-120.8,39.3569
"3580","c++","washington","district of columbia",-120.8,39.3569
"3581","html","washington","district of columbia",-120.8,39.3569
"3582","java","washington","district of columbia",-120.8,39.3569
"3583","javascript","washington","district of columbia",-120.8,39.3569
"3584","matlab","washington","district of columbia",-120.8,39.3569
"3585","mysql","washington","district of columbia",-120.8,39.3569
"3586","python","washington","district of columbia",-120.8,39.3569
"3587","sql","washington","district of columbia",-120.8,39.3569
"3588","swift","washington","district of columbia",-120.8,39.3569
"3589","sql","washington","pennsylvania",-120.8,39.3569
"3590","c++","washington","virginia",-120.8,39.3569
"3591","java","washington","virginia",-120.8,39.3569
"3592","javascript","washington","virginia",-120.8,39.3569
"3593","mysql","kent","connecticut",-120.6649,45.0838
"3594","sql","kent","connecticut",-120.6649,45.0838
"3595","sql","kent","ohio",-120.6649,45.0838
"3596","html","kent","washington",-120.6649,45.0838
"3597","java","kent","washington",-120.6649,45.0838
"3598","javascript","kent","washington",-120.6649,45.0838
"3599","sql","somerset","california",-120.5949,38.5953
"3600","c","santa maria","california",-120.5342,34.8363
"3601","c++","santa maria","california",-120.5342,34.8363
"3602","c","santa maria","california",-120.4957,34.9535
"3603","c++","santa maria","california",-120.4957,34.9535
"3604","c","santa maria","california",-120.4324,34.9545
"3605","c++","santa maria","california",-120.4324,34.9545
"3606","c","santa maria","california",-120.4268,34.8286
"3607","c++","santa maria","california",-120.4268,34.8286
"3608","c","santa maria","california",-120.1968,35.0277
"3609","c++","santa maria","california",-120.1968,35.0277
"3610","sql","south lake tahoe","california",-120.043,38.8449
"3611","sql","south lake tahoe","california",-120.0188,38.8753
"3612","sql","south lake tahoe","california",-119.999,38.9271
"3613","c++","fresno","california",-119.9987,36.6486
"3614","html","fresno","california",-119.9987,36.6486
"3615","java","fresno","california",-119.9987,36.6486
"3616","javascript","fresno","california",-119.9987,36.6486
"3617","mysql","fresno","california",-119.9987,36.6486
"3618","python","fresno","california",-119.9987,36.6486
"3619","sql","fresno","california",-119.9987,36.6486
