"","Language","Place.Name","region","Longitude","Latitude"
"1","c++","mountain view","arkansas",-155.0864,19.5506
"2","c","mountain view","california",-155.0864,19.5506
"3","c++","mountain view","california",-155.0864,19.5506
"4","html","mountain view","california",-155.0864,19.5506
"5","java","mountain view","california",-155.0864,19.5506
"6","javascript","mountain view","california",-155.0864,19.5506
"7","mysql","mountain view","california",-155.0864,19.5506
"8","python","mountain view","california",-155.0864,19.5506
"9","sql","mountain view","california",-155.0864,19.5506
"10","swift","mountain view","california",-155.0864,19.5506
"11","html","anchorage","alaska",-149.96,61.1661
"12","java","anchorage","alaska",-149.96,61.1661
"13","javascript","anchorage","alaska",-149.96,61.1661
"14","mysql","anchorage","alaska",-149.96,61.1661
"15","python","anchorage","alaska",-149.96,61.1661
"16","sql","anchorage","alaska",-149.96,61.1661
"17","html","anchorage","alaska",-149.9443,61.1515
"18","java","anchorage","alaska",-149.9443,61.1515
"19","javascript","anchorage","alaska",-149.9443,61.1515
"20","mysql","anchorage","alaska",-149.9443,61.1515
"21","python","anchorage","alaska",-149.9443,61.1515
"22","sql","anchorage","alaska",-149.9443,61.1515
"23","html","anchorage","alaska",-149.9361,61.1901
"24","java","anchorage","alaska",-149.9361,61.1901
"25","javascript","anchorage","alaska",-149.9361,61.1901
"26","mysql","anchorage","alaska",-149.9361,61.1901
"27","python","anchorage","alaska",-149.9361,61.1901
"28","sql","anchorage","alaska",-149.9361,61.1901
"29","html","anchorage","alaska",-149.8974,61.1194
"30","java","anchorage","alaska",-149.8974,61.1194
"31","javascript","anchorage","alaska",-149.8974,61.1194
"32","mysql","anchorage","alaska",-149.8974,61.1194
"33","python","anchorage","alaska",-149.8974,61.1194
"34","sql","anchorage","alaska",-149.8974,61.1194
"35","html","anchorage","alaska",-149.8938,61.19
"36","java","anchorage","alaska",-149.8938,61.19
"37","javascript","anchorage","alaska",-149.8938,61.19
"38","mysql","anchorage","alaska",-149.8938,61.19
"39","python","anchorage","alaska",-149.8938,61.19
"40","sql","anchorage","alaska",-149.8938,61.19
"41","html","anchorage","alaska",-149.8866,61.1549
"42","java","anchorage","alaska",-149.8866,61.1549
"43","javascript","anchorage","alaska",-149.8866,61.1549
"44","mysql","anchorage","alaska",-149.8866,61.1549
"45","python","anchorage","alaska",-149.8866,61.1549
"46","sql","anchorage","alaska",-149.8866,61.1549
"47","html","anchorage","alaska",-149.8862,61.2149
"48","java","anchorage","alaska",-149.8862,61.2149
"49","javascript","anchorage","alaska",-149.8862,61.2149
"50","mysql","anchorage","alaska",-149.8862,61.2149
"51","python","anchorage","alaska",-149.8862,61.2149
"52","sql","anchorage","alaska",-149.8862,61.2149
"53","html","anchorage","alaska",-149.8804,61.1872
"54","java","anchorage","alaska",-149.8804,61.1872
"55","javascript","anchorage","alaska",-149.8804,61.1872
"56","mysql","anchorage","alaska",-149.8804,61.1872
"57","python","anchorage","alaska",-149.8804,61.1872
"58","sql","anchorage","alaska",-149.8804,61.1872
"59","html","anchorage","alaska",-149.8784,61.1446
"60","java","anchorage","alaska",-149.8784,61.1446
"61","javascript","anchorage","alaska",-149.8784,61.1446
"62","mysql","anchorage","alaska",-149.8784,61.1446
"63","python","anchorage","alaska",-149.8784,61.1446
"64","sql","anchorage","alaska",-149.8784,61.1446
"65","html","anchorage","alaska",-149.8761,61.2116
"66","java","anchorage","alaska",-149.8761,61.2116
"67","javascript","anchorage","alaska",-149.8761,61.2116
"68","mysql","anchorage","alaska",-149.8761,61.2116
"69","python","anchorage","alaska",-149.8761,61.2116
"70","sql","anchorage","alaska",-149.8761,61.2116
"71","html","anchorage","alaska",-149.8289,61.1535
"72","java","anchorage","alaska",-149.8289,61.1535
"73","javascript","anchorage","alaska",-149.8289,61.1535
"74","mysql","anchorage","alaska",-149.8289,61.1535
"75","python","anchorage","alaska",-149.8289,61.1535
"76","sql","anchorage","alaska",-149.8289,61.1535
"77","html","anchorage","alaska",-149.8101,61.206
"78","java","anchorage","alaska",-149.8101,61.206
"79","javascript","anchorage","alaska",-149.8101,61.206
"80","mysql","anchorage","alaska",-149.8101,61.206
"81","python","anchorage","alaska",-149.8101,61.206
"82","sql","anchorage","alaska",-149.8101,61.206
"83","html","anchorage","alaska",-149.8084,61.204
"84","java","anchorage","alaska",-149.8084,61.204
"85","javascript","anchorage","alaska",-149.8084,61.204
"86","mysql","anchorage","alaska",-149.8084,61.204
"87","python","anchorage","alaska",-149.8084,61.204
"88","sql","anchorage","alaska",-149.8084,61.204
"89","html","anchorage","alaska",-149.8005,61.0683
"90","java","anchorage","alaska",-149.8005,61.0683
"91","javascript","anchorage","alaska",-149.8005,61.0683
"92","mysql","anchorage","alaska",-149.8005,61.0683
"93","python","anchorage","alaska",-149.8005,61.0683
"94","sql","anchorage","alaska",-149.8005,61.0683
"95","html","anchorage","alaska",-149.78,61.1054
"96","java","anchorage","alaska",-149.78,61.1054
"97","javascript","anchorage","alaska",-149.78,61.1054
"98","mysql","anchorage","alaska",-149.78,61.1054
"99","python","anchorage","alaska",-149.78,61.1054
"100","sql","anchorage","alaska",-149.78,61.1054
"101","html","anchorage","alaska",-149.7447,61.2037
"102","java","anchorage","alaska",-149.7447,61.2037
"103","javascript","anchorage","alaska",-149.7447,61.2037
"104","mysql","anchorage","alaska",-149.7447,61.2037
"105","python","anchorage","alaska",-149.7447,61.2037
"106","sql","anchorage","alaska",-149.7447,61.2037
"107","c","houston","texas",-149.7152,62.2804
"108","c++","houston","texas",-149.7152,62.2804
"109","html","houston","texas",-149.7152,62.2804
"110","java","houston","texas",-149.7152,62.2804
"111","javascript","houston","texas",-149.7152,62.2804
"112","matlab","houston","texas",-149.7152,62.2804
"113","mysql","houston","texas",-149.7152,62.2804
"114","python","houston","texas",-149.7152,62.2804
"115","sql","houston","texas",-149.7152,62.2804
"116","swift","houston","texas",-149.7152,62.2804
"117","html","anchorage","alaska",-149.4403,61.1089
"118","java","anchorage","alaska",-149.4403,61.1089
"119","javascript","anchorage","alaska",-149.4403,61.1089
"120","mysql","anchorage","alaska",-149.4403,61.1089
"121","python","anchorage","alaska",-149.4403,61.1089
"122","sql","anchorage","alaska",-149.4403,61.1089
"123","html","astoria","new york",-123.798,46.1558
"124","c","manchester","new hampshire",-123.6523,39.0097
"125","c++","manchester","new hampshire",-123.6523,39.0097
"126","html","manchester","new hampshire",-123.6523,39.0097
"127","javascript","manchester","new hampshire",-123.6523,39.0097
"128","mysql","manchester","new hampshire",-123.6523,39.0097
"129","python","manchester","new hampshire",-123.6523,39.0097
"130","sql","manchester","new hampshire",-123.6523,39.0097
"131","c","oakland","california",-123.3558,43.453
"132","c++","oakland","california",-123.3558,43.453
"133","html","oakland","california",-123.3558,43.453
"134","java","oakland","california",-123.3558,43.453
"135","javascript","oakland","california",-123.3558,43.453
"136","mysql","oakland","california",-123.3558,43.453
"137","python","oakland","california",-123.3558,43.453
"138","sql","oakland","california",-123.3558,43.453
"139","swift","oakland","california",-123.3558,43.453
"140","javascript","oakland","maine",-123.3558,43.453
"141","c","annapolis","maryland",-123.3539,38.7026
"142","c++","annapolis","maryland",-123.3539,38.7026
"143","html","annapolis","maryland",-123.3539,38.7026
"144","python","annapolis","maryland",-123.3539,38.7026
"145","sql","annapolis","maryland",-123.3539,38.7026
"146","swift","annapolis","maryland",-123.3539,38.7026
"147","javascript","dallas","georgia",-123.32,44.9225
"148","c","dallas","texas",-123.32,44.9225
"149","c++","dallas","texas",-123.32,44.9225
"150","html","dallas","texas",-123.32,44.9225
"151","java","dallas","texas",-123.32,44.9225
"152","javascript","dallas","texas",-123.32,44.9225
"153","matlab","dallas","texas",-123.32,44.9225
"154","mysql","dallas","texas",-123.32,44.9225
"155","python","dallas","texas",-123.32,44.9225
"156","sql","dallas","texas",-123.32,44.9225
"157","swift","dallas","texas",-123.32,44.9225
"158","c++","portland","maine",-123.1147,45.5486
"159","html","portland","maine",-123.1147,45.5486
"160","java","portland","maine",-123.1147,45.5486
"161","javascript","portland","maine",-123.1147,45.5486
"162","mysql","portland","maine",-123.1147,45.5486
"163","python","portland","maine",-123.1147,45.5486
"164","sql","portland","maine",-123.1147,45.5486
"165","swift","portland","maine",-123.1147,45.5486
"166","c","portland","oregon",-123.1147,45.5486
"167","c++","portland","oregon",-123.1147,45.5486
"168","html","portland","oregon",-123.1147,45.5486
"169","java","portland","oregon",-123.1147,45.5486
"170","javascript","portland","oregon",-123.1147,45.5486
"171","matlab","portland","oregon",-123.1147,45.5486
"172","mysql","portland","oregon",-123.1147,45.5486
"173","python","portland","oregon",-123.1147,45.5486
"174","sql","portland","oregon",-123.1147,45.5486
"175","swift","portland","oregon",-123.1147,45.5486
"176","sql","salem","alabama",-123.0753,44.9588
"177","c++","salem","massachusetts",-123.0753,44.9588
"178","java","salem","massachusetts",-123.0753,44.9588
"179","javascript","salem","massachusetts",-123.0753,44.9588
"180","python","salem","massachusetts",-123.0753,44.9588
"181","swift","salem","massachusetts",-123.0753,44.9588
"182","c++","salem","oregon",-123.0753,44.9588
"183","html","salem","oregon",-123.0753,44.9588
"184","java","salem","oregon",-123.0753,44.9588
"185","mysql","salem","oregon",-123.0753,44.9588
"186","python","salem","oregon",-123.0753,44.9588
"187","sql","salem","oregon",-123.0753,44.9588
"188","c++","salem","virginia",-123.0753,44.9588
"189","matlab","salem","virginia",-123.0753,44.9588
"190","sql","salem","virginia",-123.0753,44.9588
"191","sql","salem","alabama",-123.0445,44.9039
"192","c++","salem","massachusetts",-123.0445,44.9039
"193","java","salem","massachusetts",-123.0445,44.9039
"194","javascript","salem","massachusetts",-123.0445,44.9039
"195","python","salem","massachusetts",-123.0445,44.9039
"196","swift","salem","massachusetts",-123.0445,44.9039
"197","c++","salem","oregon",-123.0445,44.9039
"198","html","salem","oregon",-123.0445,44.9039
"199","java","salem","oregon",-123.0445,44.9039
"200","mysql","salem","oregon",-123.0445,44.9039
"201","python","salem","oregon",-123.0445,44.9039
"202","sql","salem","oregon",-123.0445,44.9039
"203","c++","salem","virginia",-123.0445,44.9039
"204","matlab","salem","virginia",-123.0445,44.9039
"205","sql","salem","virginia",-123.0445,44.9039
"206","sql","salem","alabama",-123.0438,44.8685
"207","c++","salem","massachusetts",-123.0438,44.8685
"208","java","salem","massachusetts",-123.0438,44.8685
"209","javascript","salem","massachusetts",-123.0438,44.8685
"210","python","salem","massachusetts",-123.0438,44.8685
"211","swift","salem","massachusetts",-123.0438,44.8685
"212","c++","salem","oregon",-123.0438,44.8685
"213","html","salem","oregon",-123.0438,44.8685
"214","java","salem","oregon",-123.0438,44.8685
"215","mysql","salem","oregon",-123.0438,44.8685
"216","python","salem","oregon",-123.0438,44.8685
"217","sql","salem","oregon",-123.0438,44.8685
"218","c++","salem","virginia",-123.0438,44.8685
"219","matlab","salem","virginia",-123.0438,44.8685
"220","sql","salem","virginia",-123.0438,44.8685
"221","sql","rochester","michigan",-123.0406,46.8193
"222","c++","rochester","minnesota",-123.0406,46.8193
"223","html","rochester","minnesota",-123.0406,46.8193
"224","java","rochester","minnesota",-123.0406,46.8193
"225","mysql","rochester","minnesota",-123.0406,46.8193
"226","python","rochester","minnesota",-123.0406,46.8193
"227","sql","rochester","minnesota",-123.0406,46.8193
"228","c","rochester","new york",-123.0406,46.8193
"229","c++","rochester","new york",-123.0406,46.8193
"230","html","rochester","new york",-123.0406,46.8193
"231","java","rochester","new york",-123.0406,46.8193
"232","javascript","rochester","new york",-123.0406,46.8193
"233","matlab","rochester","new york",-123.0406,46.8193
"234","mysql","rochester","new york",-123.0406,46.8193
"235","python","rochester","new york",-123.0406,46.8193
"236","sql","rochester","new york",-123.0406,46.8193
"237","swift","rochester","new york",-123.0406,46.8193
"238","sql","salem","alabama",-123.0381,44.9364
"239","c++","salem","massachusetts",-123.0381,44.9364
"240","java","salem","massachusetts",-123.0381,44.9364
"241","javascript","salem","massachusetts",-123.0381,44.9364
"242","python","salem","massachusetts",-123.0381,44.9364
"243","swift","salem","massachusetts",-123.0381,44.9364
"244","c++","salem","oregon",-123.0381,44.9364
"245","html","salem","oregon",-123.0381,44.9364
"246","java","salem","oregon",-123.0381,44.9364
"247","mysql","salem","oregon",-123.0381,44.9364
"248","python","salem","oregon",-123.0381,44.9364
"249","sql","salem","oregon",-123.0381,44.9364
"250","c++","salem","virginia",-123.0381,44.9364
"251","matlab","salem","virginia",-123.0381,44.9364
"252","sql","salem","virginia",-123.0381,44.9364
"253","sql","salem","alabama",-123.0286,44.9438
"254","c++","salem","massachusetts",-123.0286,44.9438
"255","java","salem","massachusetts",-123.0286,44.9438
"256","javascript","salem","massachusetts",-123.0286,44.9438
"257","python","salem","massachusetts",-123.0286,44.9438
"258","swift","salem","massachusetts",-123.0286,44.9438
"259","c++","salem","oregon",-123.0286,44.9438
"260","html","salem","oregon",-123.0286,44.9438
"261","java","salem","oregon",-123.0286,44.9438
"262","mysql","salem","oregon",-123.0286,44.9438
"263","python","salem","oregon",-123.0286,44.9438
"264","sql","salem","oregon",-123.0286,44.9438
"265","c++","salem","virginia",-123.0286,44.9438
"266","matlab","salem","virginia",-123.0286,44.9438
"267","sql","salem","virginia",-123.0286,44.9438
"268","sql","salem","alabama",-123.0167,44.9927
"269","c++","salem","massachusetts",-123.0167,44.9927
"270","java","salem","massachusetts",-123.0167,44.9927
"271","javascript","salem","massachusetts",-123.0167,44.9927
"272","python","salem","massachusetts",-123.0167,44.9927
"273","swift","salem","massachusetts",-123.0167,44.9927
"274","c++","salem","oregon",-123.0167,44.9927
"275","html","salem","oregon",-123.0167,44.9927
"276","java","salem","oregon",-123.0167,44.9927
"277","mysql","salem","oregon",-123.0167,44.9927
"278","python","salem","oregon",-123.0167,44.9927
"279","sql","salem","oregon",-123.0167,44.9927
"280","c++","salem","virginia",-123.0167,44.9927
"281","matlab","salem","virginia",-123.0167,44.9927
"282","sql","salem","virginia",-123.0167,44.9927
"283","sql","salem","alabama",-123.0066,44.9655
"284","c++","salem","massachusetts",-123.0066,44.9655
"285","java","salem","massachusetts",-123.0066,44.9655
"286","javascript","salem","massachusetts",-123.0066,44.9655
"287","python","salem","massachusetts",-123.0066,44.9655
"288","swift","salem","massachusetts",-123.0066,44.9655
"289","c++","salem","oregon",-123.0066,44.9655
"290","html","salem","oregon",-123.0066,44.9655
"291","java","salem","oregon",-123.0066,44.9655
"292","mysql","salem","oregon",-123.0066,44.9655
"293","python","salem","oregon",-123.0066,44.9655
"294","sql","salem","oregon",-123.0066,44.9655
"295","c++","salem","virginia",-123.0066,44.9655
"296","matlab","salem","virginia",-123.0066,44.9655
"297","sql","salem","virginia",-123.0066,44.9655
"298","sql","salem","alabama",-123.004,44.949
"299","c++","salem","massachusetts",-123.004,44.949
"300","java","salem","massachusetts",-123.004,44.949
"301","javascript","salem","massachusetts",-123.004,44.949
"302","python","salem","massachusetts",-123.004,44.949
"303","swift","salem","massachusetts",-123.004,44.949
"304","c++","salem","oregon",-123.004,44.949
"305","html","salem","oregon",-123.004,44.949
"306","java","salem","oregon",-123.004,44.949
"307","mysql","salem","oregon",-123.004,44.949
"308","python","salem","oregon",-123.004,44.949
"309","sql","salem","oregon",-123.004,44.949
"310","c++","salem","virginia",-123.004,44.949
"311","matlab","salem","virginia",-123.004,44.949
"312","sql","salem","virginia",-123.004,44.949
"313","sql","salem","alabama",-122.9988,44.9849
"314","c++","salem","massachusetts",-122.9988,44.9849
"315","java","salem","massachusetts",-122.9988,44.9849
"316","javascript","salem","massachusetts",-122.9988,44.9849
"317","python","salem","massachusetts",-122.9988,44.9849
"318","swift","salem","massachusetts",-122.9988,44.9849
"319","c++","salem","oregon",-122.9988,44.9849
"320","html","salem","oregon",-122.9988,44.9849
"321","java","salem","oregon",-122.9988,44.9849
"322","mysql","salem","oregon",-122.9988,44.9849
"323","python","salem","oregon",-122.9988,44.9849
"324","sql","salem","oregon",-122.9988,44.9849
"325","c++","salem","virginia",-122.9988,44.9849
"326","matlab","salem","virginia",-122.9988,44.9849
"327","sql","salem","virginia",-122.9988,44.9849
"328","sql","salem","alabama",-122.9861,44.9271
"329","c++","salem","massachusetts",-122.9861,44.9271
"330","java","salem","massachusetts",-122.9861,44.9271
"331","javascript","salem","massachusetts",-122.9861,44.9271
"332","python","salem","massachusetts",-122.9861,44.9271
"333","swift","salem","massachusetts",-122.9861,44.9271
"334","c++","salem","oregon",-122.9861,44.9271
"335","html","salem","oregon",-122.9861,44.9271
"336","java","salem","oregon",-122.9861,44.9271
"337","mysql","salem","oregon",-122.9861,44.9271
"338","python","salem","oregon",-122.9861,44.9271
"339","sql","salem","oregon",-122.9861,44.9271
"340","c++","salem","virginia",-122.9861,44.9271
"341","matlab","salem","virginia",-122.9861,44.9271
"342","sql","salem","virginia",-122.9861,44.9271
"343","sql","salem","alabama",-122.9124,44.9961
"344","c++","salem","massachusetts",-122.9124,44.9961
"345","java","salem","massachusetts",-122.9124,44.9961
"346","javascript","salem","massachusetts",-122.9124,44.9961
"347","python","salem","massachusetts",-122.9124,44.9961
"348","swift","salem","massachusetts",-122.9124,44.9961
"349","c++","salem","oregon",-122.9124,44.9961
"350","html","salem","oregon",-122.9124,44.9961
"351","java","salem","oregon",-122.9124,44.9961
"352","mysql","salem","oregon",-122.9124,44.9961
"353","python","salem","oregon",-122.9124,44.9961
"354","sql","salem","oregon",-122.9124,44.9961
"355","c++","salem","virginia",-122.9124,44.9961
"356","matlab","salem","virginia",-122.9124,44.9961
"357","sql","salem","virginia",-122.9124,44.9961
"358","sql","salem","alabama",-122.9074,44.9026
"359","c++","salem","massachusetts",-122.9074,44.9026
"360","java","salem","massachusetts",-122.9074,44.9026
"361","javascript","salem","massachusetts",-122.9074,44.9026
"362","python","salem","massachusetts",-122.9074,44.9026
"363","swift","salem","massachusetts",-122.9074,44.9026
"364","c++","salem","oregon",-122.9074,44.9026
"365","html","salem","oregon",-122.9074,44.9026
"366","java","salem","oregon",-122.9074,44.9026
"367","mysql","salem","oregon",-122.9074,44.9026
"368","python","salem","oregon",-122.9074,44.9026
"369","sql","salem","oregon",-122.9074,44.9026
"370","c++","salem","virginia",-122.9074,44.9026
"371","matlab","salem","virginia",-122.9074,44.9026
"372","sql","salem","virginia",-122.9074,44.9026
"373","html","lebanon","new hampshire",-122.8821,44.5316
"374","python","lebanon","new hampshire",-122.8821,44.5316
"375","sql","lebanon","new hampshire",-122.8821,44.5316
"376","python","lebanon","new jersey",-122.8821,44.5316
"377","html","lebanon","ohio",-122.8821,44.5316
"378","java","lebanon","ohio",-122.8821,44.5316
"379","sql","lebanon","ohio",-122.8821,44.5316
"380","html","lebanon","pennsylvania",-122.8821,44.5316
"381","c++","portland","maine",-122.838,45.6401
"382","html","portland","maine",-122.838,45.6401
"383","java","portland","maine",-122.838,45.6401
"384","javascript","portland","maine",-122.838,45.6401
"385","mysql","portland","maine",-122.838,45.6401
"386","python","portland","maine",-122.838,45.6401
"387","sql","portland","maine",-122.838,45.6401
"388","swift","portland","maine",-122.838,45.6401
"389","c","portland","oregon",-122.838,45.6401
"390","c++","portland","oregon",-122.838,45.6401
"391","html","portland","oregon",-122.838,45.6401
"392","java","portland","oregon",-122.838,45.6401
"393","javascript","portland","oregon",-122.838,45.6401
"394","matlab","portland","oregon",-122.838,45.6401
"395","mysql","portland","oregon",-122.838,45.6401
"396","python","portland","oregon",-122.838,45.6401
"397","sql","portland","oregon",-122.838,45.6401
"398","swift","portland","oregon",-122.838,45.6401
"399","c++","portland","maine",-122.8276,45.5483
"400","html","portland","maine",-122.8276,45.5483
"401","java","portland","maine",-122.8276,45.5483
"402","javascript","portland","maine",-122.8276,45.5483
"403","mysql","portland","maine",-122.8276,45.5483
"404","python","portland","maine",-122.8276,45.5483
"405","sql","portland","maine",-122.8276,45.5483
"406","swift","portland","maine",-122.8276,45.5483
"407","c","portland","oregon",-122.8276,45.5483
"408","c++","portland","oregon",-122.8276,45.5483
"409","html","portland","oregon",-122.8276,45.5483
"410","java","portland","oregon",-122.8276,45.5483
"411","javascript","portland","oregon",-122.8276,45.5483
"412","matlab","portland","oregon",-122.8276,45.5483
"413","mysql","portland","oregon",-122.8276,45.5483
"414","python","portland","oregon",-122.8276,45.5483
"415","sql","portland","oregon",-122.8276,45.5483
"416","swift","portland","oregon",-122.8276,45.5483
"417","c","phoenix","arizona",-122.8227,42.2766
"418","c++","phoenix","arizona",-122.8227,42.2766
"419","html","phoenix","arizona",-122.8227,42.2766
"420","java","phoenix","arizona",-122.8227,42.2766
"421","javascript","phoenix","arizona",-122.8227,42.2766
"422","mysql","phoenix","arizona",-122.8227,42.2766
"423","python","phoenix","arizona",-122.8227,42.2766
"424","sql","phoenix","arizona",-122.8227,42.2766
"425","swift","phoenix","arizona",-122.8227,42.2766
"426","html","windsor","colorado",-122.8073,38.5443
"427","mysql","windsor","colorado",-122.8073,38.5443
"428","sql","windsor","colorado",-122.8073,38.5443
"429","java","windsor","connecticut",-122.8073,38.5443
"430","javascript","windsor","connecticut",-122.8073,38.5443
"431","sql","windsor","connecticut",-122.8073,38.5443
"432","c++","portland","maine",-122.8014,45.4094
"433","html","portland","maine",-122.8014,45.4094
"434","java","portland","maine",-122.8014,45.4094
"435","javascript","portland","maine",-122.8014,45.4094
"436","mysql","portland","maine",-122.8014,45.4094
"437","python","portland","maine",-122.8014,45.4094
"438","sql","portland","maine",-122.8014,45.4094
"439","swift","portland","maine",-122.8014,45.4094
"440","c","portland","oregon",-122.8014,45.4094
"441","c++","portland","oregon",-122.8014,45.4094
"442","html","portland","oregon",-122.8014,45.4094
"443","java","portland","oregon",-122.8014,45.4094
"444","javascript","portland","oregon",-122.8014,45.4094
"445","matlab","portland","oregon",-122.8014,45.4094
"446","mysql","portland","oregon",-122.8014,45.4094
"447","python","portland","oregon",-122.8014,45.4094
"448","sql","portland","oregon",-122.8014,45.4094
"449","swift","portland","oregon",-122.8014,45.4094
"450","c++","port townsend","washington",-122.7945,48.104
"451","javascript","port townsend","washington",-122.7945,48.104
"452","python","port townsend","washington",-122.7945,48.104
"453","c++","portland","maine",-122.7793,45.4403
"454","html","portland","maine",-122.7793,45.4403
"455","java","portland","maine",-122.7793,45.4403
"456","javascript","portland","maine",-122.7793,45.4403
"457","mysql","portland","maine",-122.7793,45.4403
"458","python","portland","maine",-122.7793,45.4403
"459","sql","portland","maine",-122.7793,45.4403
"460","swift","portland","maine",-122.7793,45.4403
"461","c","portland","oregon",-122.7793,45.4403
"462","c++","portland","oregon",-122.7793,45.4403
"463","html","portland","oregon",-122.7793,45.4403
"464","java","portland","oregon",-122.7793,45.4403
"465","javascript","portland","oregon",-122.7793,45.4403
"466","matlab","portland","oregon",-122.7793,45.4403
"467","mysql","portland","oregon",-122.7793,45.4403
"468","python","portland","oregon",-122.7793,45.4403
"469","sql","portland","oregon",-122.7793,45.4403
"470","swift","portland","oregon",-122.7793,45.4403
"471","c++","portland","maine",-122.7787,45.4985
"472","html","portland","maine",-122.7787,45.4985
"473","java","portland","maine",-122.7787,45.4985
"474","javascript","portland","maine",-122.7787,45.4985
"475","mysql","portland","maine",-122.7787,45.4985
"476","python","portland","maine",-122.7787,45.4985
"477","sql","portland","maine",-122.7787,45.4985
"478","swift","portland","maine",-122.7787,45.4985
"479","c","portland","oregon",-122.7787,45.4985
"480","c++","portland","oregon",-122.7787,45.4985
"481","html","portland","oregon",-122.7787,45.4985
"482","java","portland","oregon",-122.7787,45.4985
"483","javascript","portland","oregon",-122.7787,45.4985
"484","matlab","portland","oregon",-122.7787,45.4985
"485","mysql","portland","oregon",-122.7787,45.4985
"486","python","portland","oregon",-122.7787,45.4985
"487","sql","portland","oregon",-122.7787,45.4985
"488","swift","portland","oregon",-122.7787,45.4985
"489","c++","portland","maine",-122.7347,45.5889
"490","html","portland","maine",-122.7347,45.5889
"491","java","portland","maine",-122.7347,45.5889
"492","javascript","portland","maine",-122.7347,45.5889
"493","mysql","portland","maine",-122.7347,45.5889
"494","python","portland","maine",-122.7347,45.5889
"495","sql","portland","maine",-122.7347,45.5889
"496","swift","portland","maine",-122.7347,45.5889
"497","c","portland","oregon",-122.7347,45.5889
"498","c++","portland","oregon",-122.7347,45.5889
"499","html","portland","oregon",-122.7347,45.5889
"500","java","portland","oregon",-122.7347,45.5889
"501","javascript","portland","oregon",-122.7347,45.5889
"502","matlab","portland","oregon",-122.7347,45.5889
"503","mysql","portland","oregon",-122.7347,45.5889
"504","python","portland","oregon",-122.7347,45.5889
"505","sql","portland","oregon",-122.7347,45.5889
"506","swift","portland","oregon",-122.7347,45.5889
"507","c","san francisco","california",-122.7278,37.7848
"508","c++","san francisco","california",-122.7278,37.7848
"509","html","san francisco","california",-122.7278,37.7848
"510","java","san francisco","california",-122.7278,37.7848
"511","javascript","san francisco","california",-122.7278,37.7848
"512","matlab","san francisco","california",-122.7278,37.7848
"513","mysql","san francisco","california",-122.7278,37.7848
"514","python","san francisco","california",-122.7278,37.7848
"515","sql","san francisco","california",-122.7278,37.7848
"516","swift","san francisco","california",-122.7278,37.7848
"517","c++","portland","maine",-122.7267,45.4918
"518","html","portland","maine",-122.7267,45.4918
"519","java","portland","maine",-122.7267,45.4918
"520","javascript","portland","maine",-122.7267,45.4918
"521","mysql","portland","maine",-122.7267,45.4918
"522","python","portland","maine",-122.7267,45.4918
"523","sql","portland","maine",-122.7267,45.4918
"524","swift","portland","maine",-122.7267,45.4918
"525","c","portland","oregon",-122.7267,45.4918
"526","c++","portland","oregon",-122.7267,45.4918
"527","html","portland","oregon",-122.7267,45.4918
"528","java","portland","oregon",-122.7267,45.4918
"529","javascript","portland","oregon",-122.7267,45.4918
"530","matlab","portland","oregon",-122.7267,45.4918
"531","mysql","portland","oregon",-122.7267,45.4918
"532","python","portland","oregon",-122.7267,45.4918
"533","sql","portland","oregon",-122.7267,45.4918
"534","swift","portland","oregon",-122.7267,45.4918
"535","c++","portland","maine",-122.7111,45.4803
"536","html","portland","maine",-122.7111,45.4803
"537","java","portland","maine",-122.7111,45.4803
"538","javascript","portland","maine",-122.7111,45.4803
"539","mysql","portland","maine",-122.7111,45.4803
"540","python","portland","maine",-122.7111,45.4803
"541","sql","portland","maine",-122.7111,45.4803
"542","swift","portland","maine",-122.7111,45.4803
"543","c","portland","oregon",-122.7111,45.4803
"544","c++","portland","oregon",-122.7111,45.4803
"545","html","portland","oregon",-122.7111,45.4803
"546","java","portland","oregon",-122.7111,45.4803
"547","javascript","portland","oregon",-122.7111,45.4803
"548","matlab","portland","oregon",-122.7111,45.4803
"549","mysql","portland","oregon",-122.7111,45.4803
"550","python","portland","oregon",-122.7111,45.4803
"551","sql","portland","oregon",-122.7111,45.4803
"552","swift","portland","oregon",-122.7111,45.4803
"553","c++","portland","maine",-122.7074,45.458
"554","html","portland","maine",-122.7074,45.458
"555","java","portland","maine",-122.7074,45.458
"556","javascript","portland","maine",-122.7074,45.458
"557","mysql","portland","maine",-122.7074,45.458
"558","python","portland","maine",-122.7074,45.458
"559","sql","portland","maine",-122.7074,45.458
"560","swift","portland","maine",-122.7074,45.458
"561","c","portland","oregon",-122.7074,45.458
"562","c++","portland","oregon",-122.7074,45.458
"563","html","portland","oregon",-122.7074,45.458
"564","java","portland","oregon",-122.7074,45.458
"565","javascript","portland","oregon",-122.7074,45.458
"566","matlab","portland","oregon",-122.7074,45.458
"567","mysql","portland","oregon",-122.7074,45.458
"568","python","portland","oregon",-122.7074,45.458
"569","sql","portland","oregon",-122.7074,45.458
"570","swift","portland","oregon",-122.7074,45.458
"571","c++","portland","maine",-122.7033,45.5303
"572","html","portland","maine",-122.7033,45.5303
"573","java","portland","maine",-122.7033,45.5303
"574","javascript","portland","maine",-122.7033,45.5303
"575","mysql","portland","maine",-122.7033,45.5303
"576","python","portland","maine",-122.7033,45.5303
"577","sql","portland","maine",-122.7033,45.5303
